transaction_id,merchant_name,category,amount,currency,transaction_date,status,customer_id,payment_method,merchant_city
TXN100001,FuelPlus,fuel,1260.29,USD,2026-04-07,completed,C1028,card,Bengaluru
TXN100002,TravelEasy,travel,4356.07,INR,2026-04-26,completed,C1003,UPI,Mumbai
TXN100003,ByteStore,tech,1336.53,INR,2026-03-28,completed,C1083,wallet,Mumbai
TXN100004,MediPharm,pharmacy,40473.43,INR,2026-03-03,completed,C1020,wallet,Chennai
TXN100005,TechZone,electronics,47861.08,INR,2026-04-15,completed,C1011,wallet,Bengaluru
TXN100006,GroceryHub,grocery,-30190.26,INR,2026-03-08,completed,C1058,UPI,Delhi
TXN100007,MediPharm,pharmacy,,INR,2026-05-21,completed,C1046,card,Bengaluru
TXN100008,TechZone,electronics,38655.69,INR,2026-03-13,completed,C1029,UPI,Delhi
TXN100009,GroceryHub,grocery,8141.08,INR,2026-04-17,completed,C1085,netbanking,Bengaluru
TXN100010,CafeBlend,food,26711.65,EUR,2026-04-03,completed,C1059,wallet,Chennai
TXN100011,TravelEasy,travel,10988.56,INR,2026-04-13,completed,C1098,UPI,Mumbai
TXN100012,GroceryHub,grocery,20064.23,INR,2026-03-11,completed,C1072,netbanking,Mumbai
TXN100013,PetCorner,pet,44235.31,INR,2026-05-24,pending,C1018,netbanking,Mumbai
TXN100014,TravelEasy,travel,26953.47,INR,2026-05-16,pending,C1074,wallet,Chennai
TXN100015,CafeBlend,food,25481.22,EUR,2026-03-14,completed,C1006,UPI,Mumbai
TXN100016,PetCorner,pet,29824.49,INR,2026-04-21,pending,C1076,wallet,Hyderabad
TXN100017,TravelEasy,travel,43040.38,INR,2026-03-04,completed,C1092,UPI,Hyderabad
TXN100018,GroceryHub,grocery,5586.49,INR,2026-04-27,completed,C1058,UPI,Chennai
TXN100019,CafeBlend,food,25389.01,EUR,2026-03-16,completed,C1080,netbanking,Hyderabad
TXN100020,CafeBlend,food,18701.95,EUR,2026-03-23,failed,C1099,UPI,Hyderabad
TXN100021,QuickMart,retail,5602.27,INR,2026-04-18,completed,C1039,card,Bengaluru
TXN100022,ByteStore,tech,47348.0,INR,2026-03-13,completed,C1062,UPI,Hyderabad
TXN100023,CafeBlend,food,32990.94,EUR,2026-05-12,completed,C1033,wallet,Mumbai
TXN100024,TechZone,electronics,35650.32,INR,2026-04-23,completed,C1083,netbanking,Delhi
TXN100025,AutoFix,automotive,6059.0,INR,2026-03-31,completed,C1043,UPI,Hyderabad
TXN100026,ByteStore,tech,,INR,2026-03-12,completed,C1080,UPI,Mumbai
TXN100027,QuickMart,retail,42983.17,INR,2026-03-12,failed,C1030,netbanking,Delhi
TXN100028,CafeBlend,food,36170.39,EUR,2026-05-15,failed,C1060,card,Delhi
TXN100029,TechZone,electronics,4725.35,INR,2026-05-26,pending,C1045,wallet,Delhi
TXN100030,QuickMart,retail,33671.49,INR,2026-05-24,completed,C1007,wallet,Chennai
TXN100031,FuelPlus,fuel,12440.33,USD,2026-03-27,failed,C1057,card,Delhi
TXN100032,AutoFix,automotive,12497.82,INR,2026-03-12,pending,C1070,UPI,Bengaluru
TXN100033,TravelEasy,travel,41803.02,INR,2026-03-14,completed,C1030,card,Delhi
TXN100034,TechZone,electronics,43233.87,INR,2026-03-10,completed,C1048,UPI,Delhi
TXN100035,AutoFix,automotive,14269.61,INR,2026-05-31,completed,C1071,wallet,Mumbai
TXN100036,TechZone,electronics,,INR,2026-05-16,completed,C1069,UPI,Chennai
TXN100037,ByteStore,tech,,INR,2026-05-09,completed,C1007,UPI,Mumbai
TXN100038,FuelPlus,fuel,33763.88,USD,2026-04-02,pending,C1015,card,Hyderabad
TXN100039,ByteStore,tech,4108.35,INR,2026-05-26,failed,C1072,netbanking,Chennai
TXN100040,GroceryHub,grocery,11941.91,INR,2026-04-22,completed,C1085,netbanking,Delhi
TXN100041,FuelPlus,fuel,475.68,USD,2026-05-21,failed,C1012,UPI,Hyderabad
TXN100042,MediPharm,pharmacy,6631.5,INR,2026-04-16,completed,C1031,netbanking,Chennai
TXN100043,TravelEasy,travel,35179.96,INR,2026-05-20,completed,C1083,UPI,Hyderabad
TXN100044,FuelPlus,fuel,46947.11,USD,2026-03-20,completed,C1014,UPI,Hyderabad
TXN100045,MediPharm,pharmacy,30245.44,INR,2026-04-15,completed,C1087,netbanking,Hyderabad
TXN100046,QuickMart,retail,4624.0,INR,2026-04-26,completed,C1035,UPI,Bengaluru
TXN100047,CafeBlend,food,31859.3,EUR,2026-04-05,completed,C1094,wallet,Hyderabad
TXN100048,TravelEasy,travel,493.39,INR,2026-03-12,completed,C1019,UPI,Chennai
TXN100049,CafeBlend,food,21495.04,EUR,2026-03-08,completed,C1046,UPI,Chennai
TXN100050,TechZone,electronics,33350.0,INR,2026-04-17,completed,C1071,wallet,Hyderabad
TXN100051,TechZone,electronics,43231.64,INR,2026-03-25,pending,C1003,card,Chennai
TXN100052,PetCorner,pet,40113.73,INR,2026-04-03,completed,C1020,UPI,Delhi
,AutoFix,automotive,11129.46,INR,2026-04-30,completed,C1039,card,Mumbai
TXN100054,TechZone,electronics,19929.31,INR,2026-04-07,completed,C1008,netbanking,Chennai
TXN100055,PetCorner,pet,33979.11,INR,2026-05-10,completed,C1003,UPI,Chennai
TXN100056,MediPharm,pharmacy,1922.48,INR,2026-05-18,pending,C1044,netbanking,Delhi
,TravelEasy,travel,5791.13,INR,2026-05-15,completed,C1032,UPI,Delhi
TXN100058,TravelEasy,travel,34345.99,INR,2026-05-27,completed,C1046,wallet,Bengaluru
TXN100059,GroceryHub,grocery,31161.54,INR,2026-05-26,completed,C1015,netbanking,Hyderabad
TXN100060,PetCorner,pet,16315.88,INR,2026-05-31,completed,C1070,card,Mumbai
TXN100061,PetCorner,pet,33869.12,INR,2026-03-25,failed,C1072,netbanking,Delhi
TXN100062,QuickMart,retail,15200.71,INR,2026-03-29,pending,C1074,netbanking,Delhi
TXN100063,TechZone,electronics,25563.59,INR,2026-03-24,completed,C1010,netbanking,Hyderabad
TXN100064,,tech,16766.06,INR,2026-04-02,completed,C1039,card,Mumbai
TXN100065,QuickMart,retail,12249.68,INR,2026-05-02,failed,C1098,UPI,Delhi
TXN100066,,tech,9729.82,INR,2026-05-31,pending,C1063,wallet,Mumbai
TXN100067,QuickMart,retail,44634.06,INR,2026-03-16,completed,C1054,card,Mumbai
TXN100068,TravelEasy,travel,23232.85,INR,2026-05-13,completed,C1015,wallet,Mumbai
TXN100069,TravelEasy,travel,49394.74,INR,2026-05-18,completed,C1096,wallet,Hyderabad
TXN100070,TravelEasy,travel,21342.77,INR,2026-05-12,pending,C1020,wallet,Delhi
TXN100071,TechZone,electronics,41994.75,INR,2026-04-07,completed,C1099,wallet,Mumbai
TXN100072,FuelPlus,fuel,-35680.11,USD,2026-04-02,completed,C1042,netbanking,Hyderabad
TXN100073,CafeBlend,food,11570.76,EUR,2026-05-30,completed,C1090,card,Bengaluru
TXN100074,GroceryHub,grocery,27135.13,INR,2026-04-25,completed,C1026,wallet,Delhi
,ByteStore,tech,47303.64,INR,2026-03-05,completed,C1097,wallet,Delhi
TXN100076,GroceryHub,grocery,14937.65,INR,2026-04-21,completed,C1053,card,Delhi
TXN100077,PetCorner,pet,24287.24,INR,2026-04-21,completed,C1085,wallet,Mumbai
TXN100078,CafeBlend,food,49036.29,EUR,2026-05-10,completed,C1050,UPI,Bengaluru
TXN100079,CafeBlend,food,43343.9,EUR,2026-03-26,completed,C1033,wallet,Chennai
TXN100080,GroceryHub,grocery,16881.65,INR,2026-04-20,completed,C1096,wallet,Chennai
TXN100081,AutoFix,automotive,978.97,INR,2026-05-11,completed,C1044,card,Bengaluru
TXN100082,QuickMart,retail,37714.12,XYZ,2026-04-03,completed,C1002,card,Mumbai
TXN100083,FuelPlus,fuel,28202.84,USD,2026-03-30,pending,C1089,netbanking,Chennai
TXN100084,ByteStore,tech,48187.1,INR,2026-03-17,completed,C1020,netbanking,Bengaluru
TXN100085,MediPharm,pharmacy,28794.08,INR,2026-04-20,pending,C1091,card,Bengaluru
TXN100086,TechZone,electronics,5104.05,INR,2026-04-10,completed,C1087,UPI,Hyderabad
TXN100087,GroceryHub,grocery,26641.93,INR,2026-05-26,completed,C1008,netbanking,Bengaluru
TXN100088,AutoFix,automotive,5285.89,INR,2026-04-18,completed,C1058,card,Delhi
TXN100089,TravelEasy,travel,48274.03,INR,2026-04-06,failed,C1068,wallet,Delhi
TXN100090,ByteStore,tech,13427.09,INR,2026-04-03,completed,C1011,netbanking,Delhi
TXN100091,AutoFix,automotive,28496.78,INR,2026-05-27,pending,C1043,UPI,Delhi
TXN100092,CafeBlend,food,24382.62,EUR,2026-04-17,completed,C1033,netbanking,Chennai
TXN100093,MediPharm,pharmacy,27793.99,INR,2026-05-08,completed,C1010,card,Delhi
TXN100094,TechZone,electronics,34533.56,INR,99-99-9999,completed,C1062,wallet,Bengaluru
TXN100095,TechZone,electronics,20226.01,INR,2026-04-03,completed,C1084,netbanking,Delhi
TXN100096,GroceryHub,grocery,21280.94,INR,2026-05-12,completed,C1045,wallet,Chennai
TXN100097,TechZone,electronics,6041.59,INR,2026-03-27,completed,C1015,card,Mumbai
TXN100098,AutoFix,automotive,13832.22,INR,2026-05-17,completed,C1067,netbanking,Bengaluru
TXN100099,MediPharm,pharmacy,,INR,2026-03-25,completed,C1001,card,Chennai
TXN100100,QuickMart,retail,27672.41,INR,2026-05-31,completed,C1081,wallet,Bengaluru
TXN100101,ByteStore,tech,14224.12,INR,2026-05-03,pending,C1043,card,Bengaluru
TXN100102,AutoFix,automotive,5713.22,INR,2026-03-11,pending,C1062,UPI,Hyderabad
TXN100103,QuickMart,retail,7594.83,INR,2026-05-14,completed,C1010,card,Bengaluru
TXN100104,PetCorner,pet,30319.82,INR,2026-05-21,completed,C1099,wallet,Delhi
TXN100105,MediPharm,pharmacy,43009.73,INR,2026-04-26,completed,C1072,UPI,Hyderabad
TXN100106,FuelPlus,fuel,47380.03,USD,2026-03-29,completed,C1027,netbanking,Bengaluru
TXN100107,CafeBlend,food,27604.09,EUR,2026-03-23,completed,C1052,wallet,Hyderabad
TXN100108,QuickMart,retail,11581.5,INR,2026-06-01,completed,C1089,wallet,Bengaluru
TXN100109,MediPharm,pharmacy,39393.52,XYZ,2026-05-22,failed,C1084,card,Delhi
TXN100110,TechZone,electronics,32385.26,INR,2026-04-06,completed,C1018,UPI,Bengaluru
TXN100111,MediPharm,pharmacy,29756.25,INR,2026-05-14,completed,C1056,UPI,Delhi
TXN100112,PetCorner,pet,47134.39,INR,2026-05-06,failed,C1063,wallet,Bengaluru
TXN100113,PetCorner,pet,36729.35,INR,2026-05-19,completed,C1003,UPI,Mumbai
TXN100114,ByteStore,tech,,INR,2026-03-05,completed,C1086,netbanking,Hyderabad
TXN100115,CafeBlend,food,23530.34,EUR,2026-05-25,pending,C1035,card,Hyderabad
TXN100116,AutoFix,automotive,48453.07,INR,2026-05-02,completed,C1052,netbanking,Chennai
,CafeBlend,food,16496.89,EUR,2026-05-30,pending,C1036,wallet,Hyderabad
TXN100118,FuelPlus,fuel,15732.71,USD,2026-04-13,completed,C1098,wallet,Hyderabad
TXN100119,QuickMart,retail,32886.44,INR,2026-05-11,pending,C1052,UPI,Mumbai
TXN100120,ByteStore,tech,37824.59,INR,2026-05-22,pending,C1097,UPI,Mumbai
TXN100121,CafeBlend,food,46384.36,EUR,2026-04-28,completed,C1062,UPI,Bengaluru
TXN100122,ByteStore,tech,39967.69,INR,2026-06-01,completed,C1039,UPI,Hyderabad
TXN100123,TechZone,electronics,49612.93,INR,2026-03-17,pending,C1015,card,Delhi
TXN100124,MediPharm,pharmacy,25448.51,INR,2026-04-06,pending,C1061,wallet,Mumbai
TXN100125,CafeBlend,food,19185.46,EUR,2026-05-18,failed,C1095,card,Bengaluru
TXN100126,PetCorner,pet,17000.36,INR,2026-05-06,completed,C1000,netbanking,Chennai
TXN100127,ByteStore,tech,49945.13,INR,2026-05-04,completed,C1019,wallet,Hyderabad
TXN100128,GroceryHub,grocery,27600.35,INR,2026-05-11,pending,C1058,netbanking,Mumbai
TXN100129,TechZone,electronics,28594.16,INR,2026-04-01,completed,C1099,wallet,Bengaluru
TXN100130,AutoFix,automotive,35264.34,INR,2026-04-20,pending,C1084,card,Delhi
TXN100131,CafeBlend,food,25119.53,EUR,2026-05-17,completed,C1012,wallet,Bengaluru
TXN100132,AutoFix,automotive,777.23,INR,2026-03-21,pending,C1083,card,Bengaluru
TXN100133,MediPharm,pharmacy,16934.68,INR,2026-05-30,pending,C1083,UPI,Chennai
,TravelEasy,travel,19006.67,INR,2026-04-12,completed,C1091,wallet,Hyderabad
TXN100135,FuelPlus,fuel,11746.16,USD,2026-05-29,completed,C1029,UPI,Delhi
TXN100136,FuelPlus,fuel,22189.49,USD,2026-05-30,completed,C1003,UPI,Chennai
TXN100137,MediPharm,pharmacy,17929.58,INR,2026-04-27,completed,C1031,wallet,Hyderabad
TXN100138,CafeBlend,food,8507.48,EUR,2026-03-13,failed,C1048,card,Delhi
TXN100139,CafeBlend,food,11617.1,EUR,2026-05-23,completed,C1058,netbanking,Bengaluru
TXN100140,AutoFix,automotive,45061.46,INR,2026-05-28,failed,C1020,UPI,Delhi
TXN100141,ByteStore,tech,14964.72,INR,2026-04-26,completed,C1032,wallet,Chennai
TXN100142,PetCorner,pet,42668.24,INR,2026-03-16,completed,C1048,netbanking,Hyderabad
TXN100143,MediPharm,pharmacy,1106.76,INR,2026-05-26,pending,C1035,UPI,Hyderabad
TXN100144,QuickMart,retail,45531.74,INR,2026-05-05,completed,C1036,card,Hyderabad
TXN100145,TechZone,electronics,31834.53,INR,2026-05-21,completed,C1086,card,Bengaluru
TXN100146,QuickMart,retail,15453.55,INR,99-99-9999,completed,C1074,netbanking,Mumbai
TXN100147,MediPharm,pharmacy,16342.69,INR,2026-04-25,completed,C1025,card,Hyderabad
TXN100148,GroceryHub,grocery,26547.31,INR,2026-04-06,completed,C1021,netbanking,Delhi
TXN100149,,pharmacy,37330.5,INR,2026-04-15,completed,C1014,wallet,Bengaluru
TXN100150,TechZone,electronics,43008.43,INR,2026-05-28,pending,C1071,netbanking,Bengaluru
TXN100151,QuickMart,retail,13230.28,INR,2026-03-18,pending,C1047,netbanking,Hyderabad
TXN100152,GroceryHub,grocery,5426.22,INR,2026-04-01,pending,C1003,netbanking,Hyderabad
TXN100153,FuelPlus,fuel,9999999,USD,2026-05-01,completed,C1038,wallet,Bengaluru
TXN100154,QuickMart,retail,9999999,INR,2026-05-05,completed,C1012,card,Hyderabad
TXN100155,AutoFix,automotive,18556.87,INR,2026-05-31,failed,C1053,card,Delhi
TXN100156,AutoFix,automotive,30786.45,INR,2026-04-07,completed,C1088,netbanking,Mumbai
TXN100157,TechZone,electronics,42773.96,INR,2026-03-15,completed,C1047,netbanking,Bengaluru
TXN100158,TechZone,electronics,48410.66,INR,2026-04-30,completed,C1084,card,Hyderabad
TXN100159,QuickMart,retail,39341.86,INR,2026-04-03,completed,C1072,card,Bengaluru
TXN100160,TravelEasy,travel,10365.8,INR,2026-03-30,completed,C1029,netbanking,Mumbai
TXN100161,ByteStore,tech,151.75,INR,99-99-9999,completed,C1069,netbanking,Mumbai
TXN100162,QuickMart,retail,6598.84,INR,2026-04-17,completed,C1030,netbanking,Bengaluru
TXN100163,QuickMart,retail,6346.66,INR,2026-04-25,failed,C1014,UPI,Delhi
TXN100164,GroceryHub,grocery,,INR,2026-03-16,pending,C1064,card,Hyderabad
TXN100165,TravelEasy,travel,15088.5,INR,2026-05-24,completed,C1007,wallet,Delhi
TXN100166,,fuel,24518.54,USD,2026-04-28,completed,C1010,netbanking,Hyderabad
TXN100167,CafeBlend,food,13758.05,EUR,2026-05-23,failed,C1070,netbanking,Delhi
TXN100168,TravelEasy,travel,14751.94,INR,2026-05-06,failed,C1055,UPI,Bengaluru
TXN100169,TravelEasy,travel,36044.79,INR,2026-03-30,pending,C1057,card,Delhi
TXN100170,AutoFix,automotive,19942.52,INR,2026-03-15,completed,C1054,netbanking,Chennai
TXN100171,CafeBlend,food,34344.18,EUR,2026-05-02,completed,C1011,UPI,Bengaluru
TXN100172,GroceryHub,grocery,40590.35,INR,2026-05-13,completed,C1075,netbanking,Bengaluru
TXN100173,PetCorner,pet,43405.93,INR,99-99-9999,completed,C1076,netbanking,Chennai
TXN100174,TravelEasy,travel,10644.81,INR,2026-05-26,pending,C1028,UPI,Chennai
TXN100175,GroceryHub,grocery,5753.12,INR,2026-04-07,failed,C1028,wallet,Hyderabad
TXN100176,ByteStore,tech,30682.53,INR,2026-05-24,failed,C1003,netbanking,Bengaluru
TXN100177,MediPharm,pharmacy,46077.66,INR,2026-04-16,completed,C1023,card,Hyderabad
TXN100178,FuelPlus,fuel,7102.31,USD,2026-05-23,completed,C1011,card,Delhi
TXN100179,GroceryHub,grocery,7878.89,INR,2026-04-11,completed,C1041,UPI,Bengaluru
TXN100180,ByteStore,tech,2497.63,INR,2026-03-13,completed,C1056,wallet,Delhi
TXN100181,PetCorner,pet,13665.61,INR,2026-05-07,completed,C1044,wallet,Bengaluru
TXN100182,ByteStore,tech,24336.77,INR,2026-05-27,completed,C1005,card,Delhi
TXN100183,QuickMart,retail,394.28,INR,2026-04-10,completed,C1098,card,Chennai
TXN100184,FuelPlus,fuel,396.42,USD,2026-04-27,completed,C1016,wallet,Hyderabad
TXN100185,TravelEasy,travel,27940.59,INR,2026-05-27,completed,C1045,UPI,Delhi
TXN100186,QuickMart,retail,21816.62,INR,2026-04-30,completed,C1040,wallet,Hyderabad
TXN100187,PetCorner,pet,14482.87,INR,2026-04-23,completed,C1041,card,Hyderabad
TXN100188,GroceryHub,grocery,-4415.61,INR,2026-03-16,completed,C1055,wallet,Hyderabad
TXN100189,MediPharm,pharmacy,37292.78,INR,2026-03-31,completed,C1099,card,Bengaluru
TXN100190,FuelPlus,fuel,26534.93,USD,2026-03-27,completed,C1044,netbanking,Mumbai
TXN100191,CafeBlend,food,12805.85,EUR,2026-03-25,failed,C1019,UPI,Mumbai
TXN100192,AutoFix,automotive,23203.01,INR,2026-05-14,completed,C1074,wallet,Hyderabad
TXN100193,ByteStore,tech,16167.18,INR,2026-05-22,completed,C1019,wallet,Bengaluru
TXN100194,MediPharm,pharmacy,39818.52,INR,2026-05-17,completed,C1045,UPI,Chennai
TXN100195,QuickMart,retail,2853.93,INR,2026-04-08,completed,C1082,UPI,Hyderabad
TXN100196,PetCorner,pet,23140.96,INR,2026-05-12,completed,C1094,UPI,Delhi
TXN100197,ByteStore,tech,32595.35,INR,2026-04-13,failed,C1060,card,Bengaluru
TXN100198,GroceryHub,grocery,49119.46,INR,2026-03-13,failed,C1082,card,Bengaluru
TXN100199,AutoFix,automotive,49549.39,INR,2026-05-09,failed,C1078,card,Chennai
TXN100200,MediPharm,pharmacy,,INR,2026-04-15,completed,C1076,UPI,Chennai
TXN100201,FuelPlus,fuel,-27902.58,USD,2026-04-21,completed,C1032,card,Chennai
TXN100202,CafeBlend,food,45838.16,EUR,2026-04-11,completed,C1089,wallet,Mumbai
TXN100203,FuelPlus,fuel,15486.0,USD,99-99-9999,completed,C1042,card,Hyderabad
TXN100204,PetCorner,pet,25429.34,INR,2026-03-05,completed,C1039,card,Mumbai
TXN100205,AutoFix,automotive,9608.34,INR,2026-03-20,completed,C1009,netbanking,Bengaluru
TXN100206,TravelEasy,travel,9999999,INR,2026-05-09,completed,C1084,netbanking,Hyderabad
TXN100207,PetCorner,pet,,INR,2026-03-26,completed,C1088,card,Delhi
TXN100208,GroceryHub,grocery,33821.38,INR,2026-04-02,pending,C1078,netbanking,Delhi
TXN100209,TechZone,electronics,15480.3,INR,2026-05-02,completed,C1024,netbanking,Hyderabad
TXN100210,AutoFix,automotive,38474.23,INR,2026-04-20,failed,C1067,wallet,Mumbai
TXN100211,ByteStore,tech,6928.54,INR,2026-04-04,completed,C1082,wallet,Chennai
TXN100212,FuelPlus,fuel,35572.93,USD,2026-05-08,completed,C1015,netbanking,Bengaluru
TXN100213,MediPharm,pharmacy,22471.47,INR,2026-05-07,completed,C1055,UPI,Mumbai
TXN100214,GroceryHub,grocery,46524.29,INR,2026-04-25,completed,C1050,netbanking,Mumbai
TXN100215,FuelPlus,fuel,9999999,USD,2026-03-06,completed,C1012,netbanking,Mumbai
TXN100216,MediPharm,pharmacy,45870.63,INR,2026-05-02,completed,C1017,wallet,Delhi
TXN100217,FuelPlus,fuel,960.0,USD,2026-03-30,completed,C1019,wallet,Bengaluru
TXN100218,TechZone,electronics,15064.55,XYZ,2026-03-09,completed,C1053,wallet,Bengaluru
TXN100219,AutoFix,automotive,29840.98,INR,2026-03-05,completed,C1065,card,Mumbai
TXN100220,QuickMart,retail,30744.33,INR,2026-04-02,failed,C1053,card,Bengaluru
TXN100221,GroceryHub,grocery,3393.29,INR,2026-05-09,failed,C1064,UPI,Delhi
TXN100222,QuickMart,retail,31787.18,INR,2026-04-19,completed,C1095,UPI,Chennai
TXN100223,GroceryHub,grocery,,INR,2026-05-26,completed,C1013,netbanking,Mumbai
TXN100224,TravelEasy,travel,16933.98,INR,2026-05-24,completed,C1099,wallet,Delhi
TXN100225,CafeBlend,food,3164.4,EUR,2026-04-30,completed,C1037,card,Bengaluru
,QuickMart,retail,15786.64,INR,2026-04-11,failed,C1050,wallet,Chennai
TXN100227,TechZone,electronics,14312.68,XYZ,2026-03-09,completed,C1083,netbanking,Chennai
TXN100228,GroceryHub,grocery,21853.2,INR,2026-04-23,completed,C1056,wallet,Chennai
TXN100229,AutoFix,automotive,34606.5,INR,2026-04-19,completed,C1066,netbanking,Bengaluru
TXN100230,FuelPlus,fuel,-21536.05,USD,2026-03-26,failed,C1037,netbanking,Bengaluru
TXN100231,MediPharm,pharmacy,15331.73,INR,2026-05-19,completed,C1054,card,Delhi
TXN100232,QuickMart,retail,-36343.45,INR,2026-04-17,failed,C1055,netbanking,Bengaluru
TXN100233,PetCorner,pet,18171.92,INR,2026-05-28,completed,C1003,card,Hyderabad
TXN100234,AutoFix,automotive,1749.6,INR,2026-03-11,completed,C1099,netbanking,Chennai
TXN100235,ByteStore,tech,1628.94,INR,2026-03-22,completed,C1057,netbanking,Chennai
TXN100236,FuelPlus,fuel,28700.35,USD,2026-05-09,completed,C1050,netbanking,Chennai
TXN100237,FuelPlus,fuel,1305.41,XYZ,2026-03-26,pending,C1066,wallet,Hyderabad
TXN100238,MediPharm,pharmacy,35204.85,XYZ,2026-03-30,failed,C1036,wallet,Mumbai
TXN100239,FuelPlus,fuel,22607.61,USD,2026-04-28,completed,C1087,netbanking,Chennai
TXN100240,TravelEasy,travel,27113.15,INR,2026-04-10,completed,C1020,card,Chennai
TXN100241,FuelPlus,fuel,49256.78,USD,2026-03-20,completed,C1063,UPI,Chennai
TXN100242,GroceryHub,grocery,23375.62,INR,2026-05-12,completed,C1078,UPI,Bengaluru
TXN100243,AutoFix,automotive,26289.53,INR,2026-04-24,completed,C1073,UPI,Mumbai
TXN100244,FuelPlus,fuel,22504.23,USD,2026-05-29,failed,C1044,card,Hyderabad
TXN100245,CafeBlend,food,38391.4,EUR,2026-03-19,pending,C1064,UPI,Bengaluru
TXN100246,MediPharm,pharmacy,8241.21,INR,2026-04-13,completed,C1028,netbanking,Hyderabad
TXN100247,FuelPlus,fuel,12537.76,USD,2026-05-23,failed,C1035,card,Chennai
TXN100248,FuelPlus,fuel,25133.63,USD,2026-03-24,failed,C1074,card,Mumbai
